figure,driver,app,variant,warps,threads,tile_rows,tile_cols,matrix_rows,matrix_cols,num_ctas,writeback,pipeline_depth,status,returncode,instrs,cycles,ipc,dxa_transfers,dxa_gmem_reads,dxa_gmem_dedup,dxa_gmem_dedup_rate,dxa_lmem_writes,dxa_avg_gmem_lat,summary_status,attempts,configs,env_overrides,command,output_tail
3c,simx,dxa_copy_mcast,percta,32,16,32,64,512,512,4,sample,1,PASS,0,20704,184860,0.112,512,65536,0,0,65536,326.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 32 x 64\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=326.8\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=326.8\nPERF: instrs=20704, cycles=184860, IPC=0.112\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=64 tile_grid_rows=16 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,32,128,512,512,4,sample,1,PASS,0,10976,184066,0.060,256,65536,0,0,65536,668.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 32 x 128\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=668.7\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=668.7\nPERF: instrs=10976, cycles=184066, IPC=0.060\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=128 tile_grid_rows=16 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,64,16,512,512,4,sample,1,PASS,0,39712,255333,0.156,1024,65536,0,0,65536,220.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 16\nstart\nPERF: core0: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=220.1\nPERF: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=220.1\nPERF: instrs=39712, cycles=255333, IPC=0.156\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=16 tile_grid_rows=8 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,64,32,512,512,4,sample,1,PASS,0,20256,173772,0.117,512,65536,0,0,65536,308.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 32\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=308.9\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=308.9\nPERF: instrs=20256, cycles=173772, IPC=0.117\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=32 tile_grid_rows=8 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,64,64,512,512,4,sample,1,PASS,0,10528,175986,0.060,256,65536,0,0,65536,637.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 64\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=637.1\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=637.1\nPERF: instrs=10528, cycles=175986, IPC=0.060\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=64 tile_grid_rows=8 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,64,128,512,512,4,sample,1,PASS,0,5664,179710,0.032,128,65536,0,0,65536,1308.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 128\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1308.4\nPERF: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1308.4\nPERF: instrs=5664, cycles=179710, IPC=0.032\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=128 tile_grid_rows=8 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,128,16,512,512,4,sample,1,PASS,0,20032,235339,0.085,512,65536,0,0,65536,431.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 16\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=431.4\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=431.4\nPERF: instrs=20032, cycles=235339, IPC=0.085\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=16 tile_grid_rows=4 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,128,32,512,512,4,sample,1,PASS,0,10304,180522,0.057,256,65536,0,0,65536,654.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 32\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=654.8\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=654.8\nPERF: instrs=10304, cycles=180522, IPC=0.057\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=32 tile_grid_rows=4 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,128,64,512,512,4,sample,1,PASS,0,5440,182842,0.030,128,65536,0,0,65536,1332.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 64\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1332.8\nPERF: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1332.8\nPERF: instrs=5440, cycles=182842, IPC=0.030\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=64 tile_grid_rows=4 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,32,16,128,128,512,512,4,sample,1,PASS,0,3008,184442,0.016,64,65536,0,0,65536,2696.6,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 128\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=2696.6\nPERF: dxa: transfers=64, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=2696.6\nPERF: instrs=3008, cycles=184442, IPC=0.016\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=128 tile_grid_rows=4 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,16,16,512,512,4,sample,1,PASS,0,159840,814202,0.196,1024,16384,0,0,16384,125.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 16\nstart\nPERF: core0: dxa: transfers=1024, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=125.9\nPERF: dxa: transfers=1024, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=125.9\nPERF: instrs=159840, cycles=814202, IPC=0.196\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=16 tile_grid_rows=32 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,16,32,512,512,4,sample,1,PASS,0,80992,466552,0.174,512,16384,0,0,16384,216.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 32\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=216.9\nPERF: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=216.9\nPERF: instrs=80992, cycles=466552, IPC=0.174\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=32 tile_grid_rows=32 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,16,64,512,512,4,sample,1,PASS,0,41568,301074,0.138,256,16384,0,0,16384,432.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 64\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=432.5\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=432.5\nPERF: instrs=41568, cycles=301074, IPC=0.138\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=64 tile_grid_rows=32 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,16,128,512,512,4,sample,1,PASS,0,21856,221554,0.099,128,16384,0,0,16384,887.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 128\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=887.9\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=887.9\nPERF: instrs=21856, cycles=221554, IPC=0.099\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=128 tile_grid_rows=32 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,32,16,512,512,4,sample,1,PASS,0,80096,472894,0.169,512,16384,0,0,16384,240.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 16\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=240.7\nPERF: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=240.7\nPERF: instrs=80096, cycles=472894, IPC=0.169\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=16 tile_grid_rows=16 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,32,32,512,512,4,sample,1,PASS,0,40672,287404,0.142,256,16384,0,0,16384,401.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 32\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=401.5\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=401.5\nPERF: instrs=40672, cycles=287404, IPC=0.142\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=32 tile_grid_rows=16 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,32,64,512,512,4,sample,1,PASS,0,20960,208246,0.101,128,16384,0,0,16384,829.6,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 64\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=829.6\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=829.6\nPERF: instrs=20960, cycles=208246, IPC=0.101\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=64 tile_grid_rows=16 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,32,128,512,512,4,sample,1,PASS,0,11104,171762,0.065,64,16384,0,0,16384,1733.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 128\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1733.9\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1733.9\nPERF: instrs=11104, cycles=171762, IPC=0.065\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=128 tile_grid_rows=16 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,64,16,512,512,4,sample,1,PASS,0,40224,300770,0.134,256,16384,0,0,16384,465.6,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 16\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=465.6\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=465.6\nPERF: instrs=40224, cycles=300770, IPC=0.134\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=16 tile_grid_rows=8 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,64,32,512,512,4,sample,1,PASS,0,20512,195944,0.105,128,16384,0,0,16384,756.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 32\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=756.7\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=756.7\nPERF: instrs=20512, cycles=195944, IPC=0.105\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=32 tile_grid_rows=8 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,64,64,512,512,4,sample,1,PASS,0,10656,161108,0.066,64,16384,0,0,16384,1613.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 64\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1613.8\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1613.8\nPERF: instrs=10656, cycles=161108, IPC=0.066\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=64 tile_grid_rows=8 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,64,128,512,512,4,sample,1,PASS,0,5728,146130,0.039,32,16384,0,0,16384,3403.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 128\nstart\nPERF: core0: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3403.9\nPERF: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3403.9\nPERF: instrs=5728, cycles=146130, IPC=0.039\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=128 tile_grid_rows=8 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,32,16,128,16,512,512,4,sample,1,PASS,0,20288,218586,0.093,128,16384,0,0,16384,944.2,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=32 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 16\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=944.2\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=944.2\nPERF: instrs=20288, cycles=218586, IPC=0.093\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=16 tile_grid_rows=4 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
