figure,driver,app,variant,warps,threads,tile_rows,tile_cols,matrix_rows,matrix_cols,num_ctas,writeback,pipeline_depth,status,returncode,instrs,cycles,ipc,dxa_transfers,dxa_gmem_reads,dxa_gmem_dedup,dxa_gmem_dedup_rate,dxa_lmem_writes,dxa_avg_gmem_lat,summary_status,attempts,configs,env_overrides,command,output_tail
3c,simx,dxa_copy_mcast,mcast,8,8,32,128,512,512,4,sample,1,PASS,0,11104,172678,0.064,64,16384,0,0,16384,1900.2,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 128\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1900.2\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1900.2\nPERF: instrs=11104, cycles=172678, IPC=0.064\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=128 tile_grid_rows=16 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,64,16,512,512,4,sample,1,PASS,0,40224,281865,0.143,256,16384,0,0,16384,455.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 16\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=455.1\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=455.1\nPERF: instrs=40224, cycles=281865, IPC=0.143\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=16 tile_grid_rows=8 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,64,32,512,512,4,sample,1,PASS,0,20512,199966,0.103,128,16384,0,0,16384,875.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 32\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=875.4\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=875.4\nPERF: instrs=20512, cycles=199966, IPC=0.103\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=32 tile_grid_rows=8 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,64,64,512,512,4,sample,1,PASS,0,10656,156695,0.068,64,16384,0,0,16384,1679.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 64\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1679.8\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1679.8\nPERF: instrs=10656, cycles=156695, IPC=0.068\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=64 tile_grid_rows=8 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,64,128,512,512,4,sample,1,PASS,0,5728,150423,0.038,32,16384,0,0,16384,3763.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 128\nstart\nPERF: core0: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3763.8\nPERF: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3763.8\nPERF: instrs=5728, cycles=150423, IPC=0.038\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=128 tile_grid_rows=8 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,128,16,512,512,4,sample,1,PASS,0,20288,195231,0.104,128,16384,0,0,16384,847.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 16\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=847.1\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=847.1\nPERF: instrs=20288, cycles=195231, IPC=0.104\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=16 tile_grid_rows=4 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,128,32,512,512,4,sample,1,PASS,0,10432,161915,0.064,64,16384,0,0,16384,1778.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 32\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1778.7\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1778.7\nPERF: instrs=10432, cycles=161915, IPC=0.064\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=32 tile_grid_rows=4 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,128,64,512,512,4,sample,1,PASS,0,5504,146116,0.038,32,16384,0,0,16384,3664.0,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 64\nstart\nPERF: core0: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3664.0\nPERF: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3664.0\nPERF: instrs=5504, cycles=146116, IPC=0.038\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=64 tile_grid_rows=4 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,8,128,128,512,512,4,sample,1,PASS,0,3040,136792,0.022,16,16384,0,0,16384,7350.2,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=8 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 128\nstart\nPERF: core0: dxa: transfers=16, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=7350.2\nPERF: dxa: transfers=16, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=7350.2\nPERF: instrs=3040, cycles=136792, IPC=0.022\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=128 tile_grid_rows=4 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,16,16,512,512,4,sample,1,PASS,0,157792,592325,0.266,4096,65536,0,0,65536,61.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 16 x 16\nstart\nPERF: core0: dxa: transfers=4096, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=61.5\nPERF: dxa: transfers=4096, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=61.5\nPERF: instrs=157792, cycles=592325, IPC=0.266\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=16 tile_grid_rows=32 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,16,32,512,512,4,sample,1,PASS,0,79968,354927,0.225,2048,65536,0,0,65536,88.0,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 16 x 32\nstart\nPERF: core0: dxa: transfers=2048, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=88.0\nPERF: dxa: transfers=2048, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=88.0\nPERF: instrs=79968, cycles=354927, IPC=0.225\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=32 tile_grid_rows=32 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,16,64,512,512,4,sample,1,PASS,0,41056,248012,0.166,1024,65536,0,0,65536,169.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 16 x 64\nstart\nPERF: core0: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=169.8\nPERF: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=169.8\nPERF: instrs=41056, cycles=248012, IPC=0.166\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=64 tile_grid_rows=32 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,16,128,512,512,4,sample,1,PASS,0,21600,196578,0.110,512,65536,0,0,65536,344.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 16 x 128\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=344.9\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=344.9\nPERF: instrs=21600, cycles=196578, IPC=0.110\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=128 tile_grid_rows=32 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,32,16,512,512,4,sample,1,PASS,0,79072,362664,0.218,2048,65536,0,0,65536,115.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 32 x 16\nstart\nPERF: core0: dxa: transfers=2048, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=115.4\nPERF: dxa: transfers=2048, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=115.4\nPERF: instrs=79072, cycles=362664, IPC=0.218\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=16 tile_grid_rows=16 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,32,32,512,512,4,sample,1,PASS,0,40160,232455,0.173,1024,65536,0,0,65536,161.6,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 32 x 32\nstart\nPERF: core0: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=161.6\nPERF: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=161.6\nPERF: instrs=40160, cycles=232455, IPC=0.173\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=32 tile_grid_rows=16 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,32,64,512,512,4,sample,1,PASS,0,20704,183594,0.113,512,65536,0,0,65536,326.3,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 32 x 64\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=326.3\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=326.3\nPERF: instrs=20704, cycles=183594, IPC=0.113\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=64 tile_grid_rows=16 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,32,128,512,512,4,sample,1,PASS,0,10976,183219,0.060,256,65536,0,0,65536,668.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 32 x 128\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=668.5\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=668.5\nPERF: instrs=10976, cycles=183219, IPC=0.060\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=128 tile_grid_rows=16 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,64,16,512,512,4,sample,1,PASS,0,39712,245254,0.162,1024,65536,0,0,65536,221.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 16\nstart\nPERF: core0: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=221.7\nPERF: dxa: transfers=1024, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=221.7\nPERF: instrs=39712, cycles=245254, IPC=0.162\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=16 tile_grid_rows=8 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,64,32,512,512,4,sample,1,PASS,0,20256,172735,0.117,512,65536,0,0,65536,308.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 32\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=308.4\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=308.4\nPERF: instrs=20256, cycles=172735, IPC=0.117\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=32 tile_grid_rows=8 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,64,64,512,512,4,sample,1,PASS,0,10528,174564,0.060,256,65536,0,0,65536,634.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 64\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=634.7\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=634.7\nPERF: instrs=10528, cycles=174564, IPC=0.060\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=64 tile_grid_rows=8 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,64,128,512,512,4,sample,1,PASS,0,5664,179320,0.032,128,65536,0,0,65536,1310.0,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 128\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1310.0\nPERF: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1310.0\nPERF: instrs=5664, cycles=179320, IPC=0.032\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=128 tile_grid_rows=8 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,128,16,512,512,4,sample,1,PASS,0,20032,235505,0.085,512,65536,0,0,65536,432.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 16\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=432.8\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=432.8\nPERF: instrs=20032, cycles=235505, IPC=0.085\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=16 tile_grid_rows=4 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,16,128,32,512,512,4,sample,1,PASS,0,10304,179403,0.057,256,65536,0,0,65536,653.6,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 32\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=653.6\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=653.6\nPERF: instrs=10304, cycles=179403, IPC=0.057\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=32 tile_grid_rows=4 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
